date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:15:31	118941/118941	---M-Z	200	added ('OK')	text/css	etag:W/%2267415f02-1d09d%22	https://laverne.edu/wp-content/plugins/ulv_youvisit_embed/styles/css/styles.css?ver=1.0.3	C:/My%20Web%20Sites/La%20Verne/laverne.edu/wp-content/plugins/ulv_youvisit_embed/styles/css/styles4bf4.css	(from https://laverne.edu/)
15:15:31	808/808	---M-Z	200	added ('OK')	text/css	etag:W/%2267415f03-328%22	https://laverne.edu/wp-content/plugins/wp-smartcrop/css/image-renderer.css?ver=2.0.9	C:/My%20Web%20Sites/La%20Verne/laverne.edu/wp-content/plugins/wp-smartcrop/css/image-rendererffdc.css	(from https://laverne.edu/)
15:15:32	752718/752718	---M-Z	200	added ('OK')	text/css	etag:W/%2267415f09-b7c4e%22	https://laverne.edu/wp-content/themes/laverne2017/style.css?ver=1.2.48	C:/My%20Web%20Sites/La%20Verne/laverne.edu/wp-content/themes/laverne2017/style8bae.css	(from https://laverne.edu/)
15:15:32	13145/13145	---M-Z	200	added ('OK')	text/css	etag:W/%2267415f02-3359%22	https://laverne.edu/wp-content/plugins/ulv_directory_views/styles/css/style.css?ver=1.2.1	C:/My%20Web%20Sites/La%20Verne/laverne.edu/wp-content/plugins/ulv_directory_views/styles/css/style1576.css	(from https://laverne.edu/)
15:15:32	8320/8320	---M-Z	200	added ('OK')	text/css	etag:W/%2267415f03-2080%22	https://laverne.edu/wp-content/plugins/youtube-embed-plus/styles/ytprefs.min.css?ver=14.2.1.2	C:/My%20Web%20Sites/La%20Verne/laverne.edu/wp-content/plugins/youtube-embed-plus/styles/ytprefs.min2795.css	(from https://laverne.edu/)
15:15:32	87553/87553	---M-Z	200	added ('OK')	application/x-javascript	etag:W/%2267415f0a-15601%22	https://laverne.edu/wp-includes/js/jquery/jquery.min.js?ver=3.7.1	C:/My%20Web%20Sites/La%20Verne/laverne.edu/wp-includes/js/jquery/jquery.minf43b.js	(from https://laverne.edu/)
15:15:32	13577/13577	---M-Z	200	added ('OK')	application/x-javascript	etag:W/%2267415f04-3509%22	https://laverne.edu/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.4.1	C:/My%20Web%20Sites/La%20Verne/laverne.edu/wp-includes/js/jquery/jquery-migrate.min5589.js	(from https://laverne.edu/)
15:15:33	1499/1499	---M-Z	200	added ('OK')	application/x-javascript	etag:W/%2267415f04-5db%22	https://laverne.edu/wp-includes/js/hoverIntent.min.js?ver=1.10.2	C:/My%20Web%20Sites/La%20Verne/laverne.edu/wp-includes/js/hoverIntent.min3e5a.js	(from https://laverne.edu/)
15:15:33	63372/63372	---M-Z	200	added ('OK')	application/x-javascript	etag:W/%2267415f03-f78c%22	https://laverne.edu/wp-content/themes/laverne2017/js/header-scripts.min.js?ver=1.1.15	C:/My%20Web%20Sites/La%20Verne/laverne.edu/wp-content/themes/laverne2017/js/header-scripts.minc581.js	(from https://laverne.edu/)
15:15:33	14742/14742	---M-Z	200	added ('OK')	application/x-javascript	etag:W/%2267415f03-3996%22	https://laverne.edu/wp-content/plugins/youtube-embed-plus/scripts/ytprefs.min.js?ver=14.2.1.2	C:/My%20Web%20Sites/La%20Verne/laverne.edu/wp-content/plugins/youtube-embed-plus/scripts/ytprefs.min2795.js	(from https://laverne.edu/)
15:15:33	10034/10034	---M-Z	200	added ('OK')	application/json	date:Tue,%2026%20Nov%202024%2023:15:33%20GMT	https://laverne.edu/wp-json/wp/v2/pages/1142	C:/My%20Web%20Sites/La%20Verne/laverne.edu/wp-json/wp/v2/pages/1142.json	(from https://laverne.edu/)
15:15:34	2389/2389	---M-Z	200	added ('OK')	application/json	date:Tue,%2026%20Nov%202024%2023:15:33%20GMT	https://laverne.edu/wp-json/oembed/1.0/embed?url=https%3A%2F%2Flaverne.edu%2F	C:/My%20Web%20Sites/La%20Verne/laverne.edu/wp-json/oembed/1.0/embed6488.json	(from https://laverne.edu/)
15:15:34	408113/408113	---M-Z	200	added ('OK')	application/json	date:Tue,%2026%20Nov%202024%2023:15:34%20GMT	https://laverne.edu/wp-json/	C:/My%20Web%20Sites/La%20Verne/laverne.edu/wp-json/index.html	(from https://laverne.edu/)
15:15:34	2582/2582	---M-Z	200	added ('OK')	text/xml	date:Tue,%2026%20Nov%202024%2023:15:34%20GMT	https://laverne.edu/wp-json/oembed/1.0/embed?url=https%3A%2F%2Flaverne.edu%2F&format=xml	C:/My%20Web%20Sites/La%20Verne/laverne.edu/wp-json/oembed/1.0/embed7a28	(from https://laverne.edu/)
15:15:35	1808/1808	---M--	200	added ('OK')	image/png	etag:%2267415f09-710%22	https://laverne.edu/wp-content/themes/laverne2017/img/favicon-48.png	C:/My%20Web%20Sites/La%20Verne/laverne.edu/wp-content/themes/laverne2017/img/favicon-48.png	(from https://laverne.edu/)
15:15:35	29673/29673	---M-Z	200	added ('OK')	application/json	date:Tue,%2026%20Nov%202024%2023:15:35%20GMT	https://laverne.edu/wp-json/tribe/events/v1/	C:/My%20Web%20Sites/La%20Verne/laverne.edu/wp-json/tribe/events/v1/index.html	(from https://laverne.edu/)
15:15:35	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2026%20Nov%202024%2023:15:35%20GMT	https://laverne.edu/partners	C:/My%20Web%20Sites/La%20Verne/laverne.edu/partners	(from https://laverne.edu/)
15:15:35	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2026%20Nov%202024%2023:15:35%20GMT	https://laverne.edu/military	C:/My%20Web%20Sites/La%20Verne/laverne.edu/military	(from https://laverne.edu/)
15:15:35	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2026%20Nov%202024%2023:15:35%20GMT	https://laverne.edu/news	C:/My%20Web%20Sites/La%20Verne/laverne.edu/news	(from https://laverne.edu/)
15:15:37	162/162	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2026%20Nov%202024%2023:15:36%20GMT	http://laverne.edu/wp-content/uploads/2018/02/20140201_International_Brochure_JW_9716-2100x1400-d092d6a1-7ae6-45ee-a67e-0cce4f537edb-CROP2.jpg	C:/My%20Web%20Sites/La%20Verne/laverne.edu/wp-content/uploads/2018/02/20140201_International_Brochure_JW_9716-2100x1400-d092d6a1-7ae6-45ee-a67e-0cce4f537edb-CROP2.29.delayed	(from https://laverne.edu/)
15:15:38	90705/90705	---M-Z	200	added ('OK')	text/html	date:Tue,%2026%20Nov%202024%2023:15:36%20GMT	https://laverne.edu/prospective/	C:/My%20Web%20Sites/La%20Verne/laverne.edu/prospective/index.html	(from https://laverne.edu/)
15:15:38	64522/64522	---M--	200	added ('OK')	image/jpeg	etag:%2261418634-fc0a%22	https://laverne.edu/wp-content/uploads/2018/04/ULaVerne-Sunset-657x992.jpg	C:/My%20Web%20Sites/La%20Verne/laverne.edu/wp-content/uploads/2018/04/ULaVerne-Sunset-657x992.jpg	(from https://laverne.edu/)
15:15:38	153009/153009	---M--	200	added ('OK')	image/jpeg	etag:%226141861e-255b1%22	https://laverne.edu/wp-content/uploads/2018/02/20140201_International_Brochure_JW_9716-2100x1400-d092d6a1-7ae6-45ee-a67e-0cce4f537edb-CROP2.jpg	C:/My%20Web%20Sites/La%20Verne/laverne.edu/wp-content/uploads/2018/02/20140201_International_Brochure_JW_9716-2100x1400-d092d6a1-7ae6-45ee-a67e-0cce4f537edb-CROP2.jpg	(from https://laverne.edu/)
15:15:38	125610/125610	---M-Z	200	added ('OK')	text/html	date:Tue,%2026%20Nov%202024%2023:15:38%20GMT	https://laverne.edu/parents/	C:/My%20Web%20Sites/La%20Verne/laverne.edu/parents/index.html	(from https://laverne.edu/)
15:15:38	119694/119694	---M-Z	200	added ('OK')	text/html	date:Tue,%2026%20Nov%202024%2023:15:38%20GMT	https://laverne.edu/students/	C:/My%20Web%20Sites/La%20Verne/laverne.edu/students/index.html	(from https://laverne.edu/)
15:15:39	162/162	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2026%20Nov%202024%2023:15:38%20GMT	http://laverne.edu/wp-content/uploads/2018/04/ULV-040518-e-0038.jpg	C:/My%20Web%20Sites/La%20Verne/laverne.edu/wp-content/uploads/2018/04/ULV-040518-e-0038.2b.delayed	(from https://laverne.edu/)
15:15:39	112260/112260	---M-Z	200	added ('OK')	text/html	date:Tue,%2026%20Nov%202024%2023:15:39%20GMT	https://laverne.edu/partners/	C:/My%20Web%20Sites/La%20Verne/laverne.edu/partners/index.html	(from https://laverne.edu/)
15:15:40	120325/120325	---M-Z	200	added ('OK')	text/html	date:Tue,%2026%20Nov%202024%2023:15:38%20GMT	https://laverne.edu/faculty-staff/	C:/My%20Web%20Sites/La%20Verne/laverne.edu/faculty-staff/index.html	(from https://laverne.edu/)
15:15:40	141816/141816	---M--	200	added ('OK')	image/jpeg	etag:%2261418634-229f8%22	https://laverne.edu/wp-content/uploads/2018/04/ULV-040518-e-0038.jpg	C:/My%20Web%20Sites/La%20Verne/laverne.edu/wp-content/uploads/2018/04/ULV-040518-e-0038.jpg	(from https://laverne.edu/)
15:15:40	137847/137847	---M-Z	200	added ('OK')	text/html	date:Tue,%2026%20Nov%202024%2023:15:40%20GMT	https://laverne.edu/military/	C:/My%20Web%20Sites/La%20Verne/laverne.edu/military/index.html	(from https://laverne.edu/)
15:15:40	162/162	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2026%20Nov%202024%2023:15:40%20GMT	http://laverne.edu/wp-content/uploads/2018/02/20120601_Pt_Mugu_JH_3218-1391x2100-5e89f7a6-83e6-4f67-83bd-02ba57e0c99e-CROP2.jpg	C:/My%20Web%20Sites/La%20Verne/laverne.edu/wp-content/uploads/2018/02/20120601_Pt_Mugu_JH_3218-1391x2100-5e89f7a6-83e6-4f67-83bd-02ba57e0c99e-CROP2.2d.delayed	(from https://laverne.edu/)
15:15:41	75051/75051	---M-Z	200	added ('OK')	text/html	date:Tue,%2026%20Nov%202024%2023:15:40%20GMT	https://laverne.edu/request-information/	C:/My%20Web%20Sites/La%20Verne/laverne.edu/request-information/index.html	(from https://laverne.edu/)
15:15:41	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2026%20Nov%202024%2023:15:39%20GMT	https://laverne.edu/news/for-media/	C:/My%20Web%20Sites/La%20Verne/laverne.edu/news/for-media/index.html	(from https://laverne.edu/)
15:15:41	207265/207265	---M--	200	added ('OK')	image/jpeg	etag:%226141861e-329a1%22	https://laverne.edu/wp-content/uploads/2018/02/20120601_Pt_Mugu_JH_3218-1391x2100-5e89f7a6-83e6-4f67-83bd-02ba57e0c99e-CROP2.jpg	C:/My%20Web%20Sites/La%20Verne/laverne.edu/wp-content/uploads/2018/02/20120601_Pt_Mugu_JH_3218-1391x2100-5e89f7a6-83e6-4f67-83bd-02ba57e0c99e-CROP2.jpg	(from https://laverne.edu/)
15:15:41	19643/19643	---M--	200	added ('OK')	image/jpeg	etag:%2261418638-4cbb%22	https://laverne.edu/wp-content/uploads/2018/05/laverne_tents-200x200.jpeg	C:/My%20Web%20Sites/La%20Verne/laverne.edu/wp-content/uploads/2018/05/laverne_tents-200x200.jpg	(from https://laverne.edu/)
15:15:41	29982804/29982804	---M--	200	added ('OK')	video/mp4	etag:%2266a96b26-1c98054%22	https://laverne.edu/wp-content/uploads/2024/07/university-of-laverne-home-page-video-welcome.mp4	C:/My%20Web%20Sites/La%20Verne/laverne.edu/wp-content/uploads/2024/07/university-of-laverne-home-page-video-welcome.mp4	(from https://laverne.edu/)
15:15:41	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2026%20Nov%202024%2023:15:41%20GMT	https://laverne.edu/visit/	C:/My%20Web%20Sites/La%20Verne/laverne.edu/visit/index.html	(from https://laverne.edu/)
15:15:41	29300/29300	---M--	200	added ('OK')	image/jpeg	etag:%2267364eb7-7274%22	https://laverne.edu/news/wp-content/uploads/sites/5/2024/11/EDD-768x320.jpg	C:/My%20Web%20Sites/La%20Verne/laverne.edu/news/wp-content/uploads/sites/5/2024/11/EDD-768x320.jpg	(from https://laverne.edu/)
15:15:41	41002/41002	---M--	200	added ('OK')	image/jpeg	etag:%226733aad7-a02a%22	https://laverne.edu/news/wp-content/uploads/sites/5/2024/11/DBA-768x320.jpg	C:/My%20Web%20Sites/La%20Verne/laverne.edu/news/wp-content/uploads/sites/5/2024/11/DBA-768x320.jpg	(from https://laverne.edu/)
15:15:41	169788/169788	---M--	200	added ('OK')	image/jpeg	etag:%22672e3ded-2973c%22	https://laverne.edu/news/wp-content/uploads/sites/5/2024/11/JHILLPHOTO-176-1900x1267-b19cf3ca-162f-4924-b430-f027c2f0291b-e1731083756890-768x357.jpg	C:/My%20Web%20Sites/La%20Verne/laverne.edu/news/wp-content/uploads/sites/5/2024/11/JHILLPHOTO-176-1900x1267-b19cf3ca-162f-4924-b430-f027c2f0291b-e1731083756890-768x357.jpg	(from https://laverne.edu/)
15:15:42	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2026%20Nov%202024%2023:15:42%20GMT	https://laverne.edu/directory	C:/My%20Web%20Sites/La%20Verne/laverne.edu/directory	(from https://laverne.edu/)
15:15:42	75092/75092	---M-Z	200	added ('OK')	text/html	date:Tue,%2026%20Nov%202024%2023:15:42%20GMT	https://laverne.edu/apply/	C:/My%20Web%20Sites/La%20Verne/laverne.edu/apply/index.html	(from https://laverne.edu/)
15:15:42	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2026%20Nov%202024%2023:15:42%20GMT	https://laverne.edu/hr	C:/My%20Web%20Sites/La%20Verne/laverne.edu/hr	(from https://laverne.edu/)
15:15:42	116586/116586	---M-Z	200	added ('OK')	text/html	date:Tue,%2026%20Nov%202024%2023:15:42%20GMT	https://laverne.edu/admission/	C:/My%20Web%20Sites/La%20Verne/laverne.edu/admission/index.html	(from https://laverne.edu/)
15:15:42	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2026%20Nov%202024%2023:15:42%20GMT	https://laverne.edu/alert	C:/My%20Web%20Sites/La%20Verne/laverne.edu/alert	(from https://laverne.edu/)
15:15:42	118393/118393	---M-Z	200	added ('OK')	text/html	date:Tue,%2026%20Nov%202024%2023:15:42%20GMT	https://laverne.edu/admission/undergraduate/	C:/My%20Web%20Sites/La%20Verne/laverne.edu/admission/undergraduate/index.html	(from https://laverne.edu/)
15:15:43	117682/117682	---M-Z	200	added ('OK')	text/html	date:Tue,%2026%20Nov%202024%2023:15:43%20GMT	https://laverne.edu/admission/graduate/	C:/My%20Web%20Sites/La%20Verne/laverne.edu/admission/graduate/index.html	(from https://laverne.edu/)
15:15:43	20693/20693	---MCZ	200	added ('OK')	application/javascript	etag:W/%2250d5-nLraS9YXyGxjjPLr3exyStWWkHs%22	https://cdn.jsdelivr.net/npm/cookieconsent@3/build/cookieconsent.min.js?ver=1.0.0	C:/My%20Web%20Sites/La%20Verne/cdn.jsdelivr.net/npm/cookieconsent@3/build/cookieconsent.min8a54.js	(from https://laverne.edu/)
15:15:43	3054/3054	---M-Z	200	added ('OK')	application/x-javascript	etag:W/%2267415f03-bee%22	https://laverne.edu/wp-content/plugins/ulv_cookie_consent/js/script.min.js?ver=1.2.0	C:/My%20Web%20Sites/La%20Verne/laverne.edu/wp-content/plugins/ulv_cookie_consent/js/script.min7359.js	(from https://laverne.edu/)
15:15:43	119883/119883	---M-Z	200	added ('OK')	text/html	date:Tue,%2026%20Nov%202024%2023:15:43%20GMT	https://laverne.edu/admission/transfer/	C:/My%20Web%20Sites/La%20Verne/laverne.edu/admission/transfer/index.html	(from https://laverne.edu/)
15:15:43	6679/6679	---M-Z	200	added ('OK')	application/x-javascript	etag:W/%2267415f02-1a17%22	https://laverne.edu/wp-content/plugins/ulv_courseleaf_connector/js/bubble.min.js?ver=1.0.0	C:/My%20Web%20Sites/La%20Verne/laverne.edu/wp-content/plugins/ulv_courseleaf_connector/js/bubble.min8a54.js	(from https://laverne.edu/)
15:15:43	21464/21464	---M-Z	200	added ('OK')	application/x-javascript	etag:W/%226744c5c5-53d8%22	https://laverne.edu/wp-includes/js/jquery/ui/core.min.js?ver=1.13.3	C:/My%20Web%20Sites/La%20Verne/laverne.edu/wp-includes/js/jquery/ui/core.minb37e.js	(from https://laverne.edu/)
15:15:43	3428/3428	---M-Z	200	added ('OK')	application/x-javascript	etag:W/%2267415f04-d64%22	https://laverne.edu/wp-includes/js/jquery/ui/mouse.min.js?ver=1.13.3	C:/My%20Web%20Sites/La%20Verne/laverne.edu/wp-includes/js/jquery/ui/mouse.minb37e.js	(from https://laverne.edu/)
15:15:44	18824/18824	---M-Z	200	added ('OK')	application/x-javascript	etag:W/%2267415f0a-4988%22	https://laverne.edu/wp-includes/js/jquery/ui/resizable.min.js?ver=1.13.3	C:/My%20Web%20Sites/La%20Verne/laverne.edu/wp-includes/js/jquery/ui/resizable.minb37e.js	(from https://laverne.edu/)
15:15:44	18420/18420	---M-Z	200	added ('OK')	application/x-javascript	etag:W/%2267415f07-47f4%22	https://laverne.edu/wp-includes/js/jquery/ui/draggable.min.js?ver=1.13.3	C:/My%20Web%20Sites/La%20Verne/laverne.edu/wp-includes/js/jquery/ui/draggable.minb37e.js	(from https://laverne.edu/)
15:15:44	120271/120271	---M-Z	200	added ('OK')	text/html	date:Tue,%2026%20Nov%202024%2023:15:44%20GMT	https://laverne.edu/admission/international/	C:/My%20Web%20Sites/La%20Verne/laverne.edu/admission/international/index.html	(from https://laverne.edu/)
15:15:44	4402/4402	---M-Z	200	added ('OK')	application/x-javascript	etag:W/%2267415f0a-1132%22	https://laverne.edu/wp-includes/js/jquery/ui/controlgroup.min.js?ver=1.13.3	C:/My%20Web%20Sites/La%20Verne/laverne.edu/wp-includes/js/jquery/ui/controlgroup.minb37e.js	(from https://laverne.edu/)
15:15:44	4348/4348	---M-Z	200	added ('OK')	application/x-javascript	etag:W/%2267415f04-10fc%22	https://laverne.edu/wp-includes/js/jquery/ui/checkboxradio.min.js?ver=1.13.3	C:/My%20Web%20Sites/La%20Verne/laverne.edu/wp-includes/js/jquery/ui/checkboxradio.minb37e.js	(from https://laverne.edu/)
15:15:45	6154/6154	---M-Z	200	added ('OK')	application/x-javascript	etag:W/%2267415f04-180a%22	https://laverne.edu/wp-includes/js/jquery/ui/button.min.js?ver=1.13.3	C:/My%20Web%20Sites/La%20Verne/laverne.edu/wp-includes/js/jquery/ui/button.minb37e.js	(from https://laverne.edu/)
15:15:45	13098/13098	---M-Z	200	added ('OK')	application/x-javascript	etag:W/%2267415f04-332a%22	https://laverne.edu/wp-includes/js/jquery/ui/dialog.min.js?ver=1.13.3	C:/My%20Web%20Sites/La%20Verne/laverne.edu/wp-includes/js/jquery/ui/dialog.minb37e.js	(from https://laverne.edu/)
15:15:45	118607/118607	---M-Z	200	added ('OK')	text/html	date:Tue,%2026%20Nov%202024%2023:15:45%20GMT	https://laverne.edu/financial-aid/	C:/My%20Web%20Sites/La%20Verne/laverne.edu/financial-aid/index.html	(from https://laverne.edu/)
15:15:45	3025/3025	---M-Z	200	added ('OK')	application/x-javascript	etag:W/%2267415f02-bd1%22	https://laverne.edu/wp-content/plugins/ulv_cover/js/ulv-cover.min.js?ver=2.0.1	C:/My%20Web%20Sites/La%20Verne/laverne.edu/wp-content/plugins/ulv_cover/js/ulv-cover.min7406.js	(from https://laverne.edu/)
15:15:45	3402/3402	---M-Z	200	added ('OK')	application/x-javascript	etag:W/%2267415f05-d4a%22	https://laverne.edu/wp-content/plugins/wp-smartcrop/js/jquery.wp-smartcrop.min.js?ver=2.0.9	C:/My%20Web%20Sites/La%20Verne/laverne.edu/wp-content/plugins/wp-smartcrop/js/jquery.wp-smartcrop.minffdc.js	(from https://laverne.edu/)
15:15:45	3690/3690	---M-Z	200	added ('OK')	application/x-javascript	etag:W/%2267415f03-e6a%22	https://laverne.edu/wp-content/themes/laverne2017/js/resources/site-alerts.min.js?ver=1.2.3	C:/My%20Web%20Sites/La%20Verne/laverne.edu/wp-content/themes/laverne2017/js/resources/site-alerts.min9632.js	(from https://laverne.edu/)
